,codipreg,pregunta,pregunta_mask,x,y,cluster
1582,1306,¿Cuál es el costo político de aumentar la coparticipación municipal versus mejorar la eficiencia en el cobro?,[LOC] es el costo político de aumentar la coparticipación municipal versus mejorar la eficiencia en el cobro?,0.182983,3.7323415,-1
1583,1307,¿Cuál es el costo político de aumentar la deuda tributaria versus mejorar la eficiencia en el cobro?,[LOC] es el costo político de aumentar la deuda tributaria versus mejorar la eficiencia en el cobro?,0.21410893,3.808695,-1
1584,1308,¿Cuál es el costo político de aumentar la digitalización de trámites versus mejorar la eficiencia en el cobro?,[LOC] es el costo político de aumentar la digitalización de trámites versus mejorar la eficiencia en el cobro?,0.2188246,3.695339,-1
1585,1309,¿Cuál es el costo político de aumentar la eficiencia administrativa versus mejorar la eficiencia en el cobro?,[LOC] es el costo político de aumentar la eficiencia administrativa versus mejorar la eficiencia en el cobro?,0.21539345,3.745095,-1
1586,1310,¿Cuál es el costo político de aumentar la política fiscal versus mejorar la eficiencia en el cobro?,[LOC] es el costo político de aumentar la política fiscal versus mejorar la eficiencia en el cobro?,0.20641549,3.7927446,-1
1587,1311,¿Cuál es el costo político de aumentar la recaudación total versus mejorar la eficiencia en el cobro?,[LOC] es el costo político de aumentar la recaudación total versus mejorar la eficiencia en el cobro?,0.22936006,3.7409103,-1
1588,1312,¿Cuál es el costo político de aumentar las regalías petroleras versus mejorar la eficiencia en el cobro?,[LOC] es el costo político de aumentar las regalías petroleras versus mejorar la eficiencia en el cobro?,0.43235594,3.5523212,-1
1589,1313,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la coparticipación federal entre 2013 y 2024?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la coparticipación federal entre 2013 y 2024?,-0.73868465,2.61849,20
1590,1314,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la coparticipación municipal entre 1993 y 2019?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la coparticipación municipal entre 1993 y 2019?,-0.6537599,2.7096796,20
1591,1315,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la coparticipación municipal entre 1994 y 2000?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la coparticipación municipal entre 1994 y 2000?,-0.628545,2.7353292,20
1592,1316,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la coparticipación municipal entre 1994 y 2017?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la coparticipación municipal entre 1994 y 2017?,-0.6308458,2.7320666,20
1593,1317,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la coparticipación municipal entre 1995 y 2011?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la coparticipación municipal entre 1995 y 2011?,-0.6232481,2.7397718,20
1594,1318,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la coparticipación municipal entre 2004 y 2009?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la coparticipación municipal entre 2004 y 2009?,-0.62961763,2.734317,20
1595,1319,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la coparticipación municipal entre 2010 y 2017?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la coparticipación municipal entre 2010 y 2017?,-0.63269,2.730916,20
1596,1320,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la deuda tributaria entre 1992 y 2010?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la deuda tributaria entre 1992 y 2010?,-0.76278955,2.5909781,-1
1597,1321,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la deuda tributaria entre 2018 y 2023?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la deuda tributaria entre 2018 y 2023?,-0.79369116,2.560853,-1
1598,1322,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la digitalización de trámites entre 2000 y 2014?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la digitalización de trámites entre 2000 y 2014?,-0.58616483,2.775787,20
1599,1323,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la digitalización de trámites entre 2009 y 2017?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la digitalización de trámites entre 2009 y 2017?,-0.57923096,2.7833025,20
1600,1324,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la digitalización de trámites entre 2012 y 2024?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la digitalización de trámites entre 2012 y 2024?,-0.5946805,2.7700577,-1
1601,1325,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la eficiencia administrativa entre 1990 y 2014?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la eficiencia administrativa entre 1990 y 2014?,-0.6988821,2.6569705,20
1602,1326,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la eficiencia administrativa entre 1991 y 2022?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la eficiencia administrativa entre 1991 y 2022?,-0.7410618,2.6141472,20
1603,1327,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la eficiencia administrativa entre 1993 y 2009?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la eficiencia administrativa entre 1993 y 2009?,-0.7350473,2.6211274,20
1604,1328,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la eficiencia administrativa entre 2000 y 2006?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la eficiencia administrativa entre 2000 y 2006?,-0.7313095,2.6242197,20
1605,1329,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la eficiencia administrativa entre 2010 y 2025?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la eficiencia administrativa entre 2010 y 2025?,-0.7604864,2.5956006,20
1606,1330,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la eficiencia administrativa entre 2016 y 2025?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la eficiencia administrativa entre 2016 y 2025?,-0.7308101,2.6241307,20
1607,1331,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la política fiscal entre 1992 y 2007?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la política fiscal entre 1992 y 2007?,-0.78874683,2.5654943,20
1608,1332,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la política fiscal entre 2004 y 2019?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la política fiscal entre 2004 y 2019?,-0.7661788,2.5879662,-1
1609,1333,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la política fiscal entre 2008 y 2017?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la política fiscal entre 2008 y 2017?,-0.7694856,2.5848603,20
1610,1334,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de la recaudación total entre 2003 y 2025?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de la recaudación total entre 2003 y 2025?,-0.783466,2.5706124,20
1611,1335,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de las regalías petroleras entre 1995 y 2015?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de las regalías petroleras entre 1995 y 2015?,0.53494585,3.2636874,-1
1612,1336,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de las regalías petroleras entre 1995 y 2016?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de las regalías petroleras entre 1995 y 2016?,0.5255943,3.259682,-1
1613,1337,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de las regalías petroleras entre 1996 y 2017?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de las regalías petroleras entre 1996 y 2017?,0.53581136,3.25141,-1
1614,1338,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de las regalías petroleras entre 2000 y 2013?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de las regalías petroleras entre 2000 y 2013?,0.5366996,3.2620225,-1
1615,1339,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de las regalías petroleras entre 2006 y 2019?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de las regalías petroleras entre 2006 y 2019?,0.5685498,3.212232,-1
1616,1340,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de las regalías petroleras entre 2008 y 2016?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de las regalías petroleras entre 2008 y 2016?,0.5191055,3.286391,-1
1617,1341,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de las regalías petroleras entre 2008 y 2023?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de las regalías petroleras entre 2008 y 2023?,0.5505836,3.2637088,-1
1618,1342,¿Cuál es la correlación entre la inversión en tecnología de la ATM y la mejora en la eficiencia recaudatoria de las regalías petroleras entre 2015 y 2020?,[LOC] es la correlación entre la inversión en tecnología de la [ORG] y la mejora en la eficiencia recaudatoria de las regalías petroleras entre 2015 y 2020?,0.5451379,3.2739005,-1
1619,1343,¿Cuál sería el impacto fiscal de reducir las alícuotas del Impuesto Automotor en un 10% para el presupuesto del año 2025?,¿Cuál sería el impacto fiscal de reducir las alícuotas del [MISC] en un 10% para el presupuesto del año 2025?,14.212651,-2.2927396,23
1620,1344,¿Cuál sería el impacto fiscal de reducir las alícuotas del Impuesto Automotor en un 10% para el presupuesto del año 2026?,¿Cuál sería el impacto fiscal de reducir las alícuotas del [MISC] en un 10% para el presupuesto del año 2026?,14.227101,-2.3073537,23
1621,1345,¿Cuál sería el impacto fiscal de reducir las alícuotas del Impuesto Automotor en un 10% para el presupuesto del año 2027?,¿Cuál sería el impacto fiscal de reducir las alícuotas del [MISC] en un 10% para el presupuesto del año 2027?,14.229779,-2.310101,23
1622,1346,¿Cuál sería el impacto fiscal de reducir las alícuotas del Impuesto Automotor en un 10% para el presupuesto del año 2028?,¿Cuál sería el impacto fiscal de reducir las alícuotas del [MISC] en un 10% para el presupuesto del [MISC]?,14.279165,-2.3595517,23
1623,1347,¿Cuál sería el impacto fiscal de reducir las alícuotas del Impuesto Automotor en un 10% para el presupuesto del año 2029?,¿Cuál sería el impacto fiscal de reducir las alícuotas del [MISC] en un 10% para el presupuesto del año 2029?,14.239183,-2.3193195,23
